row_id,next_5min_arrivals,next_10min_arrivals,next_15min_pressure_score,congestion_risk_binary,congestion_risk_multiclass,best_alternate_gate,expected_wait_reduction_minutes,reroute_confidence
bsu_2028_044_A_-093,338,703,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-092,338,718,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-091,350,726,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-090,353,730,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-089,364,729,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-088,365,727,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-087,380,734,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-086,376,736,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-085,377,741,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-084,365,745,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-083,362,742,11.52,0,low,C,0.0,0.582
bsu_2028_044_A_-082,354,737,11.49,0,low,C,0.0,0.582
bsu_2028_044_A_-081,360,745,11.49,0,low,C,0.0,0.582
bsu_2028_044_A_-080,364,742,11.49,0,low,C,0.0,0.582
bsu_2028_044_A_-079,380,758,11.49,0,low,C,0.0,0.582
bsu_2028_044_A_-078,380,766,11.49,0,low,C,0.0,0.582
bsu_2028_044_A_-077,383,774,11.73,0,low,C,0.0,0.584
bsu_2028_044_A_-076,385,771,11.73,0,low,C,0.0,0.584
bsu_2028_044_A_-075,378,769,11.98,0,low,C,0.0,0.586
bsu_2028_044_A_-074,378,759,11.98,0,low,C,0.0,0.586
bsu_2028_044_A_-073,386,770,12.94,0,low,C,0.0,0.592
bsu_2028_044_A_-072,391,777,12.94,0,low,C,0.0,0.592
bsu_2028_044_A_-071,386,777,12.94,0,low,C,0.0,0.592
bsu_2028_044_A_-070,391,795,13.05,0,low,C,0.0,0.593
bsu_2028_044_A_-069,381,791,13.48,0,low,C,0.0,0.596
bsu_2028_044_A_-068,384,811,13.91,0,low,C,0.0,0.599
bsu_2028_044_A_-067,386,818,14.03,0,low,C,0.0,0.6
bsu_2028_044_A_-066,391,830,14.71,0,low,C,0.0,0.605
bsu_2028_044_A_-065,404,857,14.71,0,low,C,0.0,0.605
bsu_2028_044_A_-064,410,893,14.96,0,low,C,0.0,0.607
bsu_2028_044_A_-063,427,925,15.06,0,low,C,0.0,0.608
bsu_2028_044_A_-062,432,955,15.88,0,low,C,0.0,0.613
bsu_2028_044_A_-061,439,1004,16.28,0,low,C,0.0,0.616
bsu_2028_044_A_-060,453,1037,16.43,0,low,C,0.0,0.617
bsu_2028_044_A_-059,483,1093,17.02,0,low,C,0.0,0.622
bsu_2028_044_A_-058,498,1130,17.02,0,low,C,0.0,0.622
bsu_2028_044_A_-057,523,1191,17.27,0,low,C,0.0,0.623
bsu_2028_044_A_-056,565,1270,19.23,0,low,C,0.0,0.637
bsu_2028_044_A_-055,584,1333,19.23,0,low,C,0.0,0.637
bsu_2028_044_A_-054,610,1404,19.35,0,low,C,0.0,0.638
bsu_2028_044_A_-053,632,1475,19.49,0,low,C,0.0,0.639
bsu_2028_044_A_-052,668,1551,19.49,0,low,C,0.0,0.639
bsu_2028_044_A_-051,705,1639,19.49,0,low,C,0.0,0.639
bsu_2028_044_A_-050,749,1726,19.49,0,low,C,0.0,0.639
bsu_2028_044_A_-049,794,1826,20.36,0,low,C,0.0,0.645
bsu_2028_044_A_-048,843,1930,20.36,0,low,C,0.0,0.645
bsu_2028_044_A_-047,883,1998,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-046,934,2054,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-045,977,2122,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-044,1032,2218,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-043,1087,2270,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-042,1115,2390,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-041,1120,2508,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-040,1145,2578,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-039,1186,2629,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-038,1183,2716,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-037,1275,2863,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-036,1388,2944,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-035,1433,3023,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-034,1443,3098,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-033,1533,3141,21.64,0,low,C,0.0,0.655
bsu_2028_044_A_-032,1588,3164,21.46,0,low,C,0.01,0.653
bsu_2028_044_A_-031,1556,3147,21.46,0,low,C,0.02,0.653
bsu_2028_044_A_-030,1590,3176,21.46,0,low,C,0.03,0.653
bsu_2028_044_A_-029,1655,3232,21.46,0,low,C,0.03,0.653
bsu_2028_044_A_-028,1608,3251,21.17,0,low,C,0.04,0.651
bsu_2028_044_A_-027,1576,3229,20.98,0,low,C,0.06,0.65
bsu_2028_044_A_-026,1591,3237,20.98,0,low,C,0.07,0.65
bsu_2028_044_A_-025,1586,3216,20.98,0,low,C,0.09,0.65
bsu_2028_044_A_-024,1577,3219,20.88,0,low,C,0.1,0.649
bsu_2028_044_A_-023,1643,3271,20.69,0,low,C,0.11,0.648
bsu_2028_044_A_-022,1653,3263,20.69,0,low,C,0.12,0.648
bsu_2028_044_A_-021,1646,3306,20.59,0,low,C,0.14,0.647
bsu_2028_044_A_-020,1630,3329,20.59,0,low,C,0.15,0.647
bsu_2028_044_A_-019,1642,3341,20.59,0,low,C,0.16,0.647
bsu_2028_044_A_-018,1628,3278,20.59,0,low,C,0.21,0.647
bsu_2028_044_A_-017,1610,3179,20.3,0,low,C,0.23,0.645
bsu_2028_044_A_-016,1660,3143,20.3,0,low,C,0.24,0.645
bsu_2028_044_A_-015,1699,3098,20.3,0,low,C,0.24,0.645
bsu_2028_044_A_-014,1699,2980,20.2,0,low,C,0.28,0.644
bsu_2028_044_A_-013,1650,2841,20.2,0,low,C,0.3,0.644
bsu_2028_044_A_-012,1569,2713,20.2,0,low,C,0.32,0.644
bsu_2028_044_A_-011,1483,2532,20.2,0,low,C,0.34,0.644
bsu_2028_044_A_-010,1399,2374,20.1,0,low,C,0.36,0.644
bsu_2028_044_A_-009,1281,2184,20.1,0,low,C,0.38,0.644
bsu_2028_044_A_-008,1191,2016,20.1,0,low,C,0.38,0.644
bsu_2028_044_A_-007,1144,1885,20.1,0,low,C,0.38,0.644
bsu_2028_044_A_-006,1049,1726,20.1,0,low,C,0.4,0.644
bsu_2028_044_A_-005,975,1568,20.1,0,low,C,0.4,0.644
bsu_2028_044_A_-004,903,1399,20.1,0,low,C,0.41,0.644
bsu_2028_044_A_-003,825,1271,20.0,0,low,C,0.41,0.643
bsu_2028_044_A_-002,741,1129,20.0,0,low,C,0.41,0.643
bsu_2028_044_A_-001,677,990,20.0,0,low,C,0.41,0.643
bsu_2028_044_A_+000,593,848,20.0,0,low,C,0.41,0.643
bsu_2028_044_A_+001,496,720,20.0,0,low,C,0.41,0.643
bsu_2028_044_A_+002,446,631,20.0,0,low,C,0.4,0.643
bsu_2028_044_A_+003,388,542,20.0,0,low,C,0.39,0.643
bsu_2028_044_A_+004,313,447,20.0,0,low,C,0.38,0.643
bsu_2028_044_A_+005,255,377,20.0,0,low,D,0.37,0.643
bsu_2028_044_A_+006,224,325,20.0,0,low,D,0.31,0.643
bsu_2028_044_A_+007,185,274,20.0,0,low,D,0.3,0.643
bsu_2028_044_A_+008,154,228,20.0,0,low,D,0.28,0.643
bsu_2028_044_A_+009,134,195,20.0,0,low,D,0.26,0.643
bsu_2028_044_A_+010,122,174,20.0,0,low,D,0.24,0.643
bsu_2028_044_A_+011,101,145,20.0,0,low,D,0.22,0.643
bsu_2028_044_A_+012,89,123,20.0,0,low,D,0.2,0.643
bsu_2028_044_A_+013,74,101,20.0,0,low,D,0.18,0.643
bsu_2028_044_A_+014,61,84,20.0,0,low,D,0.16,0.643
bsu_2028_044_A_+015,52,70,20.0,0,low,D,0.14,0.643
bsu_2028_044_A_+016,44,59,20.0,0,low,D,0.12,0.643
bsu_2028_044_A_+017,34,46,20.0,0,low,D,0.1,0.643
bsu_2028_044_A_+018,27,37,18.44,0,low,D,0.08,0.632
bsu_2028_044_A_+019,23,31,13.13,0,low,D,0.06,0.594
bsu_2028_044_A_+020,18,23,6.84,0,low,D,0.02,0.549
bsu_2028_044_A_+021,15,18,4.4,0,low,D,0.0,0.531
bsu_2028_044_A_+022,12,14,4.3,0,low,D,0.0,0.531
bsu_2028_044_A_+023,10,11,4.3,0,low,D,0.0,0.531
bsu_2028_044_A_+024,8,8,4.3,0,low,D,0.0,0.531
bsu_2028_044_A_+025,5,5,4.2,0,low,D,0.0,0.53
bsu_2028_044_A_+026,3,3,4.1,0,low,D,0.0,0.529
bsu_2028_044_A_+027,2,2,4.1,0,low,D,0.0,0.529
bsu_2028_044_A_+028,1,1,4.1,0,low,D,0.0,0.529
bsu_2028_044_A_+029,0,0,4.0,0,low,D,0.0,0.529
bsu_2028_044_A_+030,0,0,4.0,0,low,D,0.0,0.529
bsu_2028_044_B_-180,20,54,4.92,0,low,B,0.0,0.455
bsu_2028_044_B_-179,22,58,5.1,0,low,B,0.0,0.456
bsu_2028_044_B_-178,25,65,5.28,0,low,B,0.0,0.458
bsu_2028_044_B_-177,28,73,5.64,0,low,B,0.0,0.46
bsu_2028_044_B_-176,30,80,5.64,0,low,B,0.0,0.46
bsu_2028_044_B_-175,34,87,5.64,0,low,B,0.0,0.46
bsu_2028_044_B_-174,36,94,5.82,0,low,B,0.0,0.462
bsu_2028_044_B_-173,40,102,5.82,0,low,B,0.0,0.462
bsu_2028_044_B_-172,45,111,5.99,0,low,B,0.0,0.463
bsu_2028_044_B_-171,50,120,6.16,0,low,B,0.0,0.464
bsu_2028_044_B_-170,53,127,6.33,0,low,B,0.0,0.465
bsu_2028_044_B_-169,58,136,6.49,0,low,B,0.0,0.466
bsu_2028_044_B_-168,62,143,6.49,0,low,B,0.0,0.466
bsu_2028_044_B_-167,66,150,6.49,0,low,B,0.0,0.466
bsu_2028_044_B_-166,70,158,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-165,74,168,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-164,78,177,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-163,81,184,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-162,84,190,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-161,88,203,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-160,94,215,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-159,99,224,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-158,103,233,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-157,106,242,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-156,115,248,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-155,121,253,7.45,0,low,B,0.0,0.473
bsu_2028_044_B_-154,125,259,7.53,0,low,B,0.0,0.474
bsu_2028_044_B_-153,130,265,7.53,0,low,B,0.0,0.474
bsu_2028_044_B_-152,136,271,7.53,0,low,B,0.0,0.474
bsu_2028_044_B_-151,133,268,7.93,0,low,B,0.0,0.477
bsu_2028_044_B_-150,132,270,7.93,0,low,B,0.0,0.477
bsu_2028_044_B_-149,134,275,7.93,0,low,B,0.0,0.477
bsu_2028_044_B_-148,135,277,7.93,0,low,B,0.0,0.477
bsu_2028_044_B_-147,135,273,8.03,0,low,B,0.0,0.477
bsu_2028_044_B_-146,135,280,8.03,0,low,B,0.0,0.477
bsu_2028_044_B_-145,138,285,8.03,0,low,B,0.0,0.477
bsu_2028_044_B_-144,141,289,8.03,0,low,B,0.0,0.477
bsu_2028_044_B_-143,142,293,8.41,0,low,B,0.0,0.48
bsu_2028_044_B_-142,138,298,8.41,0,low,B,0.0,0.48
bsu_2028_044_B_-141,145,302,8.41,0,low,B,0.0,0.48
bsu_2028_044_B_-140,147,305,8.41,0,low,B,0.0,0.48
bsu_2028_044_B_-139,148,305,8.41,0,low,B,0.0,0.48
bsu_2028_044_B_-138,151,312,8.41,0,low,B,0.0,0.48
bsu_2028_044_B_-137,160,321,8.94,0,low,B,0.0,0.484
bsu_2028_044_B_-136,157,319,8.94,0,low,B,0.0,0.484
bsu_2028_044_B_-135,158,321,8.94,0,low,B,0.0,0.484
bsu_2028_044_B_-134,157,324,8.94,0,low,B,0.0,0.484
bsu_2028_044_B_-133,161,325,8.94,0,low,B,0.0,0.484
bsu_2028_044_B_-132,161,332,8.94,0,low,B,0.0,0.484
bsu_2028_044_B_-131,162,336,8.94,0,low,B,0.0,0.484
bsu_2028_044_B_-130,163,341,8.94,0,low,B,0.0,0.484
bsu_2028_044_B_-129,167,347,8.94,0,low,B,0.0,0.484
bsu_2028_044_B_-128,164,351,9.14,0,low,B,0.0,0.485
bsu_2028_044_B_-127,171,358,9.14,0,low,B,0.0,0.485
bsu_2028_044_B_-126,174,366,9.14,0,low,B,0.0,0.485
bsu_2028_044_B_-125,178,373,9.14,0,low,B,0.0,0.485
bsu_2028_044_B_-124,180,379,9.9,0,low,B,0.0,0.491
bsu_2028_044_B_-123,187,392,9.9,0,low,B,0.0,0.491
bsu_2028_044_B_-122,187,393,9.9,0,low,B,0.0,0.491
bsu_2028_044_B_-121,192,399,9.9,0,low,B,0.0,0.491
bsu_2028_044_B_-120,195,406,9.9,0,low,B,0.0,0.491
bsu_2028_044_B_-119,199,419,10.85,0,low,B,0.0,0.497
bsu_2028_044_B_-118,205,428,11.44,0,low,B,0.0,0.502
bsu_2028_044_B_-117,206,435,11.44,0,low,B,0.0,0.502
bsu_2028_044_B_-116,207,445,11.44,0,low,B,0.0,0.502
bsu_2028_044_B_-115,211,450,11.95,0,low,B,0.0,0.505
bsu_2028_044_B_-114,220,464,11.95,0,low,B,0.0,0.505
bsu_2028_044_B_-113,223,477,11.95,0,low,B,0.0,0.505
bsu_2028_044_B_-112,229,489,12.2,0,low,B,0.0,0.507
bsu_2028_044_B_-111,238,506,12.2,0,low,B,0.0,0.507
bsu_2028_044_B_-110,239,523,12.34,0,low,B,0.0,0.508
bsu_2028_044_B_-109,244,530,12.34,0,low,B,0.0,0.508
bsu_2028_044_B_-108,254,539,12.34,0,low,B,0.0,0.508
bsu_2028_044_B_-107,260,555,12.34,0,low,B,0.0,0.508
bsu_2028_044_B_-106,268,564,12.34,0,low,B,0.0,0.508
bsu_2028_044_B_-105,284,581,12.6,0,low,B,0.0,0.51
bsu_2028_044_B_-104,286,588,13.45,0,low,B,0.0,0.516
bsu_2028_044_B_-103,285,591,13.45,0,low,B,0.0,0.516
bsu_2028_044_B_-102,295,598,13.45,0,low,B,0.0,0.516
bsu_2028_044_B_-101,296,601,13.45,0,low,B,0.0,0.516
bsu_2028_044_B_-100,297,603,13.45,0,low,B,0.0,0.516
bsu_2028_044_B_-099,302,616,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-098,306,625,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-097,303,623,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-096,305,620,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-095,306,620,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-094,314,625,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-093,319,623,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-092,320,621,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-091,315,621,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-090,314,616,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-089,311,607,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-088,304,601,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-087,301,600,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-086,306,604,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-085,302,606,13.54,0,low,B,0.0,0.517
bsu_2028_044_B_-084,296,597,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-083,297,603,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-082,299,596,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-081,298,589,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-080,304,581,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-079,301,571,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-078,306,562,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-077,297,552,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-076,291,544,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-075,277,529,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-074,270,521,13.33,0,low,B,0.0,0.515
bsu_2028_044_B_-073,256,501,11.48,0,low,B,0.0,0.502
bsu_2028_044_B_-072,255,496,11.48,0,low,B,0.0,0.502
bsu_2028_044_B_-071,253,487,11.21,0,low,B,0.0,0.5
bsu_2028_044_B_-070,252,481,11.21,0,low,B,0.0,0.5
bsu_2028_044_B_-069,251,474,11.21,0,low,B,0.0,0.5
bsu_2028_044_B_-068,245,467,11.21,0,low,B,0.0,0.5
bsu_2028_044_B_-067,241,459,11.21,0,low,B,0.0,0.5
bsu_2028_044_B_-066,234,445,10.98,0,low,B,0.0,0.498
bsu_2028_044_B_-065,229,437,10.98,0,low,B,0.0,0.498
bsu_2028_044_B_-064,223,425,10.35,0,low,B,0.0,0.494
bsu_2028_044_B_-063,222,420,10.35,0,low,B,0.0,0.494
bsu_2028_044_B_-062,218,409,10.06,0,low,B,0.0,0.492
bsu_2028_044_B_-061,211,398,10.06,0,low,B,0.0,0.492
bsu_2028_044_B_-060,208,385,10.04,0,low,B,0.0,0.492
bsu_2028_044_B_-059,202,367,10.04,0,low,B,0.0,0.492
bsu_2028_044_B_-058,198,353,9.68,0,low,B,0.0,0.489
bsu_2028_044_B_-057,191,338,9.49,0,low,B,0.0,0.488
bsu_2028_044_B_-056,187,325,9.49,0,low,B,0.0,0.488
bsu_2028_044_B_-055,177,309,9.33,0,low,B,0.0,0.487
bsu_2028_044_B_-054,165,293,9.33,0,low,B,0.0,0.487
bsu_2028_044_B_-053,155,277,8.46,0,low,B,0.0,0.48
bsu_2028_044_B_-052,147,265,8.1,0,low,B,0.0,0.478
bsu_2028_044_B_-051,138,253,7.71,0,low,B,0.0,0.475
bsu_2028_044_B_-050,132,244,7.54,0,low,B,0.0,0.474
bsu_2028_044_B_-049,128,240,7.54,0,low,B,0.0,0.474
bsu_2028_044_B_-048,122,229,6.95,0,low,B,0.0,0.47
bsu_2028_044_B_-047,118,221,6.59,0,low,B,0.0,0.467
bsu_2028_044_B_-046,115,218,6.59,0,low,B,0.0,0.467
bsu_2028_044_B_-045,112,211,6.45,0,low,B,0.0,0.466
bsu_2028_044_B_-044,112,207,6.45,0,low,B,0.0,0.466
bsu_2028_044_B_-043,107,202,6.25,0,low,B,0.0,0.465
bsu_2028_044_B_-042,103,196,6.05,0,low,B,0.0,0.463
bsu_2028_044_B_-041,103,193,6.05,0,low,B,0.0,0.463
bsu_2028_044_B_-040,99,186,5.68,0,low,B,0.0,0.461
bsu_2028_044_B_-039,95,177,5.67,0,low,B,0.0,0.46
bsu_2028_044_B_-038,95,170,5.67,0,low,B,0.0,0.46
bsu_2028_044_B_-037,93,163,5.67,0,low,B,0.0,0.46
bsu_2028_044_B_-036,90,155,5.29,0,low,B,0.0,0.458
bsu_2028_044_B_-035,87,150,5.29,0,low,B,0.0,0.458
bsu_2028_044_B_-034,82,143,5.29,0,low,B,0.0,0.458
bsu_2028_044_B_-033,75,135,5.09,0,low,B,0.0,0.456
bsu_2028_044_B_-032,70,127,5.09,0,low,B,0.0,0.456
bsu_2028_044_B_-031,65,119,4.49,0,low,B,0.0,0.452
bsu_2028_044_B_-030,63,113,4.29,0,low,B,0.0,0.451
bsu_2028_044_B_-029,61,109,4.29,0,low,B,0.0,0.451
bsu_2028_044_B_-028,60,105,4.29,0,low,B,0.0,0.451
bsu_2028_044_B_-027,57,100,4.29,0,low,B,0.0,0.451
bsu_2028_044_B_-026,54,96,4.29,0,low,B,0.0,0.451
bsu_2028_044_B_-025,50,91,3.96,0,low,B,0.0,0.448
bsu_2028_044_B_-024,48,88,3.96,0,low,B,0.0,0.448
bsu_2028_044_B_-023,45,83,3.76,0,low,B,0.0,0.447
bsu_2028_044_B_-022,43,80,3.76,0,low,B,0.0,0.447
bsu_2028_044_B_-021,42,77,3.76,0,low,B,0.0,0.447
bsu_2028_044_B_-020,41,72,3.76,0,low,B,0.0,0.447
bsu_2028_044_B_-019,40,67,3.76,0,low,B,0.0,0.447
bsu_2028_044_B_-018,38,62,3.76,0,low,B,0.0,0.447
bsu_2028_044_B_-017,37,58,3.76,0,low,B,0.0,0.447
bsu_2028_044_B_-016,35,52,3.55,0,low,B,0.0,0.445
bsu_2028_044_B_-015,31,47,3.55,0,low,B,0.0,0.445
bsu_2028_044_B_-014,27,42,3.55,0,low,B,0.0,0.445
bsu_2028_044_B_-013,24,39,3.55,0,low,B,0.0,0.445
bsu_2028_044_B_-012,21,35,3.55,0,low,B,0.0,0.445
bsu_2028_044_B_-011,17,30,3.35,0,low,B,0.0,0.444
bsu_2028_044_B_-010,16,28,3.35,0,low,B,0.0,0.444
bsu_2028_044_B_-009,15,26,3.14,0,low,B,0.0,0.442
bsu_2028_044_B_-008,15,25,3.14,0,low,B,0.0,0.442
bsu_2028_044_B_-007,14,24,3.14,0,low,B,0.0,0.442
bsu_2028_044_B_-006,13,23,3.14,0,low,B,0.0,0.442
bsu_2028_044_B_-005,12,22,3.14,0,low,B,0.0,0.442
bsu_2028_044_B_-004,11,21,3.14,0,low,B,0.0,0.442
bsu_2028_044_B_-003,10,19,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_-002,10,18,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_-001,10,17,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+000,10,16,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+001,10,15,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+002,9,14,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+003,8,13,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+004,7,12,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+005,6,11,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+006,5,10,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+007,5,10,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+008,5,9,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+009,5,9,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+010,5,8,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+011,5,7,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+012,5,6,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+013,4,5,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+014,4,4,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+015,3,3,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+016,2,2,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+017,1,1,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+018,1,1,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+019,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+020,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+021,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+022,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+023,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+024,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+025,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+026,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+027,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+028,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+029,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_B_+030,0,0,3.0,0,low,B,0.0,0.441
bsu_2028_044_C_-180,47,109,5.46,0,low,F,0.0,0.459
bsu_2028_044_C_-179,52,116,5.46,0,low,F,0.0,0.459
bsu_2028_044_C_-178,54,128,5.55,0,low,F,0.0,0.46
bsu_2028_044_C_-177,57,142,5.84,0,low,F,0.0,0.462
bsu_2028_044_C_-176,60,152,5.93,0,low,F,0.0,0.462
bsu_2028_044_C_-175,62,169,6.29,0,low,F,0.0,0.465
bsu_2028_044_C_-174,64,182,6.29,0,low,F,0.0,0.465
bsu_2028_044_C_-173,74,202,6.29,0,low,F,0.0,0.465
bsu_2028_044_C_-172,85,221,6.29,0,low,F,0.0,0.465
bsu_2028_044_C_-171,92,244,6.29,0,low,F,0.0,0.465
bsu_2028_044_C_-170,107,269,6.47,0,low,F,0.0,0.466
bsu_2028_044_C_-169,118,293,7.24,0,low,F,0.0,0.472
bsu_2028_044_C_-168,128,311,7.24,0,low,F,0.0,0.472
bsu_2028_044_C_-167,136,325,7.24,0,low,F,0.0,0.472
bsu_2028_044_C_-166,152,343,7.24,0,low,F,0.0,0.472
bsu_2028_044_C_-165,162,356,7.24,0,low,F,0.0,0.472
bsu_2028_044_C_-164,175,382,7.56,0,low,F,0.0,0.474
bsu_2028_044_C_-163,183,398,7.56,0,low,F,0.0,0.474
bsu_2028_044_C_-162,189,409,7.56,0,low,F,0.0,0.474
bsu_2028_044_C_-161,191,422,7.56,0,low,F,0.0,0.474
bsu_2028_044_C_-160,194,433,7.62,0,low,F,0.0,0.474
bsu_2028_044_C_-159,207,451,7.62,0,low,F,0.0,0.474
bsu_2028_044_C_-158,215,460,7.7,0,low,F,0.0,0.475
bsu_2028_044_C_-157,220,478,7.7,0,low,F,0.0,0.475
bsu_2028_044_C_-156,231,492,7.9,0,low,F,0.0,0.476
bsu_2028_044_C_-155,239,508,7.9,0,low,F,0.0,0.476
bsu_2028_044_C_-154,244,512,7.9,0,low,F,0.0,0.476
bsu_2028_044_C_-153,245,526,7.9,0,low,F,0.0,0.476
bsu_2028_044_C_-152,258,537,7.9,0,low,F,0.0,0.476
bsu_2028_044_C_-151,261,551,7.96,0,low,F,0.0,0.477
bsu_2028_044_C_-150,269,552,7.96,0,low,F,0.0,0.477
bsu_2028_044_C_-149,268,557,7.96,0,low,F,0.0,0.477
bsu_2028_044_C_-148,281,570,7.96,0,low,F,0.0,0.477
bsu_2028_044_C_-147,279,575,7.96,0,low,F,0.0,0.477
bsu_2028_044_C_-146,290,589,7.96,0,low,F,0.0,0.477
bsu_2028_044_C_-145,283,588,7.96,0,low,F,0.0,0.477
bsu_2028_044_C_-144,289,598,7.96,0,low,F,0.0,0.477
bsu_2028_044_C_-143,289,601,7.96,0,low,F,0.0,0.477
bsu_2028_044_C_-142,296,613,7.96,0,low,F,0.0,0.477
bsu_2028_044_C_-141,299,614,7.98,0,low,F,0.0,0.477
bsu_2028_044_C_-140,305,626,8.31,0,low,F,0.0,0.479
bsu_2028_044_C_-139,309,628,8.73,0,low,F,0.0,0.482
bsu_2028_044_C_-138,312,628,8.73,0,low,F,0.0,0.482
bsu_2028_044_C_-137,317,633,8.73,0,low,F,0.0,0.482
bsu_2028_044_C_-136,315,637,8.75,0,low,F,0.0,0.482
bsu_2028_044_C_-135,321,652,8.75,0,low,F,0.0,0.482
bsu_2028_044_C_-134,319,663,8.75,0,low,F,0.0,0.482
bsu_2028_044_C_-133,316,669,8.75,0,low,F,0.0,0.482
